company_name,website,category,stage,signal_type,signal_details,job_title,funding_amount,funding_date,relevant_person_name,relevant_person_title,source_name,source_url,context_summary,score,date_found,priority_tier
Singapore’s SimpleAI,,AI,Pre-Seed,funding,Singapore’s SimpleAI raises $15m funding for acquisition-led growth,,$15M,2026-07-13,Bryan Sng,co-founder,dealstreetasia.com,https://www.dealstreetasia.com/stories/singapores-simpleai-raises-15m-funding-for-acquisition-led-growth-488886,Raised a $15M Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,70,2026-07-26,Low
Promptwatch,,AI,Pre-Seed,funding,Promptwatch raises €6M to expand its end-to-end AI search optimisation platform,,,2026-07-13,Gijs de Groot,CEO,tech.eu,https://tech.eu/2026/07/14/promptwatch-raises-eur6m-to-expand-its-end-to-end-ai-search-optimisation-platform/,Announced a Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,70,2026-07-26,Low
Othor AI,,AI,Pre-Seed,funding,Othor AI raises ₹60 lakh in bridge round ahead of seed funding,,,2026-07-15,ece Copy Unni Koroth and Nekender Shekhawat,founder,thehindubusinessline.com,https://www.thehindubusinessline.com/info-tech/othor-ai-raises-60-lakh-in-bridge-round-ahead-of-seed-funding/article71229474.ece,Announced a Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,70,2026-07-26,Low
Vikk AI,,AI,Pre-Seed,funding,Vikk AI Raises $4.2 Million in Funding to Expand Legal AI Platform and AI-Powered Lawyer Advertising,,$4.2M,2026-07-21,said Walid Romaya,Co-Founder,finance.yahoo.com,https://finance.yahoo.com/technology/ai/articles/vikk-ai-raises-4-2-130000011.html,Raised a $4.2M Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,70,2026-07-26,Low
Pylon,,,Seed,hiring,Hiring: Content Marketer | Location: San Francisco / Remote (US) | YC W23,Content Marketer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/77886,Hiring a Content Marketer. This suggests investment in content and market education.,60,2026-07-26,Low
adyn,,,Series A,hiring,Hiring: Content Marketer | Location: Remote (US) | YC S20,Content Marketer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/42208,Hiring a Content Marketer. This suggests investment in content and market education.,60,2026-07-26,Low
Mintlify,,,Series A,hiring,Hiring: Product Marketing Manager | Location: San Francisco | YC W22,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/94849 | https://www.workatastartup.com/jobs/94845,Hiring a Marketing Manager. This suggests investment in content and market education.,60,2026-07-26,Low
Material Depot,,,Series A,hiring,"Hiring: Architectural Content Strategist | Location: Bengaluru, KA, IN | YC W22",Content Strategist,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/60764,Hiring a Content Strategist. This suggests investment in content and market education.,60,2026-07-26,Low
Willow,,,Seed,hiring,"Hiring: Founding Growth & Content Lead | Location: San Francisco, CA, US | YC P25",Content Lead,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/89466,Hiring a Content Lead. This suggests investment in content and market education.,60,2026-07-26,Low
Reframe,,,Series A,hiring,"Hiring: Marketing Manager  | Location: GA, US | YC S21",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/46460,Hiring a Marketing Manager. This suggests investment in content and market education.,60,2026-07-26,Low
VoiceOS,,,Seed,hiring,"Hiring: Part-Time Videographer & Video Editor | Location: San Francisco, CA, US | YC P25",Videographer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/98609,Hiring a Videographer. This suggests investment in content and market education.,60,2026-07-26,Low
Mantis,,,Seed,hiring,"Hiring: Part-Time Content Creator / Video Editor Contractor | Location: New York City / NY, US / Remote (US) | YC W26",Video Editor,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/98288,Hiring a Video Editor. This suggests investment in content and market education.,60,2026-07-26,Low
Cardboard,,,Seed,hiring,"Hiring: Founding Designer | Location: Bengaluru, KA, IN / Bengaluru, Karnataka, IN | YC W26",Video Editor,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/95574 | https://www.workatastartup.com/jobs/95573,Hiring a Video Editor. This suggests investment in content and market education.,60,2026-07-26,Low
Bree,,,Series A,hiring,"Hiring: Creative Strategist | Location: Toronto, ON, CA / Toronto, Ontario, CA / Remote (Toronto, ON, CA; Toronto, Ontario, CA) | YC S21",Creative Strategist,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/85886,Hiring a Creative Strategist. This suggests investment in content and market education.,60,2026-07-26,Low
GroMo,,,Series A,hiring,"Hiring: Growth Marketer | Location: Gurugram, HR, IN | YC W21",Growth Marketer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/96054,Hiring a Growth Marketer. This suggests investment in content and market education.,60,2026-07-26,Low
Solo,,,Series A,hiring,Hiring: Growth Marketing Manager | Location: US / Remote (US) | YC W21,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/64685 | https://www.workatastartup.com/jobs/74338,Hiring a Marketing Manager. This suggests investment in content and market education.,60,2026-07-26,Low
GoSats,,,Series A,hiring,"Hiring: CRM & Lifecycle Marketing Manager | Location: Bengaluru, KA, IN / Bengaluru, Karnataka, IN | YC W22",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/93245 | https://www.workatastartup.com/jobs/82296,Hiring a Marketing Manager. This suggests investment in content and market education.,60,2026-07-26,Low
Hyperbound,,,Seed,hiring,Hiring: Senior Product Marketing Manager | Location: San Francisco | YC S23,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/95763,Hiring a Marketing Manager. This suggests investment in content and market education.,60,2026-07-26,Low
Coinrule,,,Series A,hiring,"Hiring: Digital Marketing Manager | Location: London, England, GB / Remote | YC S21",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/60727,Hiring a Marketing Manager. This suggests investment in content and market education.,60,2026-07-26,Low
Fintech Startup Fomo,,Fintech,Pre-Seed,funding,Fintech Startup Fomo Raises $2M From 140+ Investors in Successful Pre-Seed Round,,$2M,2025-02-20,,,finance.yahoo.com,https://finance.yahoo.com/news/fintech-startup-fomo-raises-2m-191500262.html,Raised a $2M Pre-Seed round for a Fintech platform. This signals active growth and potential need for content and marketing.,60,2026-07-26,Low
SaaS Capital,,AI,,funding,SaaS Capital Raises $100 Million Fifth Fund to Support B2B SaaS and Subscription AI Application Companies,,$100M,2025-10-16,align with,founder,finance.yahoo.com,https://finance.yahoo.com/news/saas-capital-raises-100-million-111000769.html,Raised $100M in funding for a AI platform. This signals active growth and potential need for content and marketing.,60,2026-07-26,Low
Neo,,AI,,funding,Neo Raises $100 Million From Stealth as Investors Back Battle-Tested Cyber Execs,,$100M,2026-07-20,surge in funding for repeat,founder,wsj.com,https://www.wsj.com/pro/cybersecurity/neo-raises-100-million-from-stealth-as-investors-back-battle-tested-cyber-execs-07e2780e,Raised $100M in funding for a AI platform. This signals active growth and potential need for content and marketing.,60,2026-07-26,Low
kausable,,AI,Pre-Seed,funding,kausable raises €12M to rethink how AI learns,,,2026-07-23,,,tech.eu,https://tech.eu/2026/07/23/kausable-raises-eur12m-to-rethink-how-ai-learns/,Announced a Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,60,2026-07-26,Low
Anduril reportedly in talks to,,AI,,funding,"Anduril reportedly in talks to raise funding at $100B valuation, more than 3x last year’s mark",,$100B,2026-07-24,Andreessen Horowitz,Founder,TechCrunch,https://techcrunch.com/2026/07/24/anduril-reportedly-in-talks-to-raise-funding-at-100b-valuation-more-than-3x-last-years-mark/,Raised $100B in funding for a AI platform. This signals active growth and potential need for content and marketing.,60,2026-07-26,Low
,,Data,,hiring,Hiring: Creative Strategist,Creative Strategist,,,,,betakit.com,https://betakit.com/motion-closes-30-million-usd-series-b-in-bid-to-become-command-centre-for-creative-strategists/,Hiring a Creative Strategist at a Data company. This suggests investment in content and market education.,50,2026-07-26,Low
,,SaaS,,hiring,Hiring: Cmo,Cmo,,,,,brandequity.economictimes.indiatimes.com,https://brandequity.economictimes.indiatimes.com/news/industry/saas-cmo-circle-how-full-funnel-strategy-is-key-to-defining-b2b-marketing-roi/130545231,Hiring a Cmo at a SaaS company. This suggests investment in content and market education.,50,2026-07-26,Low
Alison.ai,,AI,,unknown,"Alison.ai Announces Launch of “Creative Genome”, the World's First Agentic AI Strategist and Video Generation Engine for Paid Media",,,2025-10-03,,,finance.yahoo.com,https://finance.yahoo.com/news/alison-ai-announces-launch-creative-173000931.html,Alison.ai is showing startup market signals in the AI space.,50,2026-07-26,Low
Cybersecurity startup,,AI,,funding,Cybersecurity startup raises $25M as AI fuels new wave of threats,,$25M,2026-07-20,,,bizjournals.com,https://www.bizjournals.com/chicago/news/2026/07/20/empirical-security-25-million-cybersecurity.html,Raised $25M in funding for a AI platform. This signals active growth and potential need for content and marketing.,50,2026-07-26,Low
Mednet,,Healthtech,Series B+,hiring,"Hiring: Lifecycle Marketing Manager | Location: New York City, NY | YC W17",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/95880 | https://www.workatastartup.com/jobs/96723,Hiring a Marketing Manager at a Series B+ Healthtech company. This suggests investment in content and market education.,40,2026-07-26,Low
Kalshi,,Cybersecurity,Series B+,hiring,Hiring: Social Media Manager | Location: New York or Remote / Remote (US) | YC W19,Social Media Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/62300,Hiring a Social Media Manager at a Series B+ Cybersecurity company. This suggests investment in content and market education.,40,2026-07-26,Low
MDalgorithms Inc.,,AI,Series B+,hiring,Hiring: Growth Marketer for a Rapidly Growing Consumer AI Healthcare Company 🚀 | Location: GB / US / CA / Remote (GB; US; CA) | YC W17,Growth Marketer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/93109,Hiring a Growth Marketer at a Series B+ AI company. This suggests investment in content and market education.,40,2026-07-26,Low
Speak,,AI,Series B+,hiring,"Hiring: Japan Growth Marketing Manager | Location: Tokyo, JP | YC W17",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/64674,Hiring a Marketing Manager at a Series B+ AI company. This suggests investment in content and market education.,40,2026-07-26,Low
Klarity,,AI,Series B+,hiring,Hiring: Product Marketing Manager | Location: San Francisco (Klarity HQ) | YC S18,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/93049,Hiring a Marketing Manager at a Series B+ AI company. This suggests investment in content and market education.,40,2026-07-26,Low
NanoNets,,Data,Series B+,hiring,"Hiring: Product Marketing Manager | Location: Palo Alto, CA, US / San Francisco, CA, US / San Jose, CA, US / Menlo Park, CA, US / Mountain View, CA, US / Sunnyvale, CA, US | YC W17",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/89571,Hiring a Marketing Manager at a Series B+ Data company. This suggests investment in content and market education.,40,2026-07-26,Low
AssemblyAI,,AI,Series B+,hiring,Hiring: Product Marketing Manager  | Location: Remote / Remote (US) | YC S17,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/100686,Hiring a Marketing Manager at a Series B+ AI company. This suggests investment in content and market education.,40,2026-07-26,Low
Cybersecurity startup Mitigata,,AI,Series B,funding,Cybersecurity startup Mitigata raises $15 mn in Bessemer-led Series B round,,$15M,2026-06-23,,,business-standard.com,https://www.business-standard.com/companies/start-ups/cybersecurity-startup-mitigata-raises-15-mn-in-bessemer-led-series-b-round-126062301118_1.html,Raised a $15M Series B round for a AI platform. This signals active growth and potential need for content and marketing.,40,2026-07-26,Low
Joy,,,Series B+,hiring,Hiring: Digital Marketing Manager | Location: Remote | YC S16,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/57261,Hiring a Marketing Manager. This suggests investment in content and market education.,20,2026-07-26,Low
Instrumentl,,,Series B+,hiring,Hiring: Senior Content Marketing Manager | Location: Remote (US) | YC S16,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/96183 | https://www.workatastartup.com/jobs/96175,Hiring a Marketing Manager. This suggests investment in content and market education.,20,2026-07-26,Low
Legalist,,,Series B+,hiring,Hiring: Head of Marketing | Location: Remote / Remote (US) | YC S16,Head Of Marketing,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/98859,Hiring a Head Of Marketing. This suggests investment in content and market education.,20,2026-07-26,Low
OneSignal,,,Series B+,hiring,Hiring: Product Marketing Manager | Location: United States - Remote / Remote (US) | YC S11,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/92756,Hiring a Marketing Manager. This suggests investment in content and market education.,20,2026-07-26,Low
Meridian Industries,,,Series B+,hiring,"Hiring: Videographer at Index (San Francisco) | Location: San Francisco, CA, US | YC S19",Videographer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/78609,Hiring a Videographer. This suggests investment in content and market education.,20,2026-07-26,Low
Cityfurnish,,,Series B+,hiring,"Hiring: Video Editor | Location: Gurugram, Haryana, IN | YC W19",Video Editor,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/97108 | https://www.workatastartup.com/jobs/98519,Hiring a Video Editor. This suggests investment in content and market education.,20,2026-07-26,Low
Curri,,,Series B+,hiring,Hiring: Product Marketing Manager  | Location: Remote (US) | YC S19,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/97455,Hiring a Marketing Manager. This suggests investment in content and market education.,20,2026-07-26,Low
RADAR,,,Series B+,hiring,"Hiring: Senior Product Marketing Manager | Location: New York, New York | YC W13",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/94737,Hiring a Marketing Manager. This suggests investment in content and market education.,20,2026-07-26,Low
AptDeco,,,Series B+,hiring,Hiring: Marketing Manager | Location: United States - Remote / Remote (US) | YC W14,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/86422,Hiring a Marketing Manager. This suggests investment in content and market education.,20,2026-07-26,Low
