company_name,website,category,stage,signal_type,signal_details,job_title,funding_amount,funding_date,relevant_person_name,relevant_person_title,source_name,source_url,context_summary,score,date_found,priority_tier
Mednet,,Healthtech,Series B+,hiring,"Hiring: Lifecycle Marketing Manager | Location: New York City, NY | YC W17",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/95880 | https://www.workatastartup.com/jobs/96723,Hiring a Marketing Manager at a Series B+ Healthtech company. This suggests investment in content and market education.,40,2026-09-07,Low
Kalshi,,Cybersecurity,Series B+,hiring,Hiring: Social Media Manager | Location: New York or Remote / Remote (US) | YC W19,Social Media Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/62300,Hiring a Social Media Manager at a Series B+ Cybersecurity company. This suggests investment in content and market education.,40,2026-09-07,Low
MDalgorithms Inc.,,AI,Series B+,hiring,Hiring: Growth Marketer for a Rapidly Growing Consumer AI Healthcare Company 🚀 | Location: GB / US / CA / Remote (GB; US; CA) | YC W17,Growth Marketer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/93109,Hiring a Growth Marketer at a Series B+ AI company. This suggests investment in content and market education.,40,2026-09-07,Low
Speak,,AI,Series B+,hiring,"Hiring: Japan Growth Marketing Manager | Location: Tokyo, JP | YC W17",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/64674,Hiring a Marketing Manager at a Series B+ AI company. This suggests investment in content and market education.,40,2026-09-07,Low
Verto,,Fintech,Series B+,hiring,"Hiring: Growth & Marketing Manager | Location: Cape Town 🇿🇦 / Remote (Cape Town, WC, ZA; Cape Town, Western Cape, ZA) | YC W19",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/102183,Hiring a Marketing Manager at a Series B+ Fintech company. This suggests investment in content and market education.,40,2026-09-07,Low
Within,,AI,Series B+,hiring,Hiring: Product Marketing Manager | Location: San Francisco (Klarity HQ) | YC S18,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/93049,Hiring a Marketing Manager at a Series B+ AI company. This suggests investment in content and market education.,40,2026-09-07,Low
NanoNets,,Data,Series B+,hiring,"Hiring: Product Marketing Manager | Location: Palo Alto, CA, US / San Francisco, CA, US / San Jose, CA, US / Menlo Park, CA, US / Mountain View, CA, US / Sunnyvale, CA, US | YC W17",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/89571,Hiring a Marketing Manager at a Series B+ Data company. This suggests investment in content and market education.,40,2026-09-07,Low
Joy,,,Series B+,hiring,Hiring: Digital Marketing Manager | Location: Remote | YC S16,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/57261,Hiring a Marketing Manager. This suggests investment in content and market education.,20,2026-09-07,Low
Instrumentl,,,Series B+,hiring,Hiring: Senior Content Marketing Manager | Location: Remote (US) | YC S16,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/96183 | https://www.workatastartup.com/jobs/96175,Hiring a Marketing Manager. This suggests investment in content and market education.,20,2026-09-07,Low
Legalist,,,Series B+,hiring,Hiring: Head of Marketing | Location: Remote / Remote (US) | YC S16,Head Of Marketing,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/98859,Hiring a Head Of Marketing. This suggests investment in content and market education.,20,2026-09-07,Low
OneSignal,,,Series B+,hiring,Hiring: Product Marketing Manager | Location: United States - Remote / Remote (US) | YC S11,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/92756,Hiring a Marketing Manager. This suggests investment in content and market education.,20,2026-09-07,Low
Meridian Industries,,,Series B+,hiring,"Hiring: Videographer at Index (San Francisco) | Location: San Francisco, CA, US | YC S19",Videographer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/78609,Hiring a Videographer. This suggests investment in content and market education.,20,2026-09-07,Low
Cityfurnish,,,Series B+,hiring,"Hiring: Video Editor | Location: Gurugram, Haryana, IN | YC W19",Video Editor,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/97108 | https://www.workatastartup.com/jobs/98519,Hiring a Video Editor. This suggests investment in content and market education.,20,2026-09-07,Low
RADAR,,,Series B+,hiring,"Hiring: Senior Product Marketing Manager | Location: New York, New York | YC W13",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/94737,Hiring a Marketing Manager. This suggests investment in content and market education.,20,2026-09-07,Low
AptDeco,,,Series B+,hiring,Hiring: Marketing Manager | Location: United States - Remote / Remote (US) | YC W14,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/86422,Hiring a Marketing Manager. This suggests investment in content and market education.,20,2026-09-07,Low
